utterance,intent,category,length
dapat lihat biaya tari,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu bagaimana lihat hukum terminasi awal,check_cancellation_fee,CANCELLATION_FEE,7
mana periksa tuduh tari kutuk,check_cancellation_fee,CANCELLATION_FEE,5
mungkin periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
apa perlu laku periksa hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,6
butuh bantu lihat biaya henti,check_cancellation_fee,CANCELLATION_FEE,5
perlu periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
harus periksa biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,5
apa perlu laku periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,6
tidak temu biaya tari tidak dapat bantu,check_cancellation_fee,CANCELLATION_FEE,7
mana periksa penalti keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
tidak temu biaya henti perlu,check_cancellation_fee,CANCELLATION_FEE,5
bisa bantu periksa hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu cara periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,6
ingin bantu periksa penalti keluar awal,check_cancellation_fee,CANCELLATION_FEE,6
tidak tahu bagaimana lihat penalti tari sial,check_cancellation_fee,CANCELLATION_FEE,7
ingin bantu lihat penalti keluar awal,check_cancellation_fee,CANCELLATION_FEE,6
tidak tahu bagaimana bisa lihat biaya tari,check_cancellation_fee,CANCELLATION_FEE,7
harus lihat biaya keluar awal dapat dapat bantu,check_cancellation_fee,CANCELLATION_FEE,8
harus periksa biaya henti awal gerogot,check_cancellation_fee,CANCELLATION_FEE,6
mana periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
tidak temu penalti keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
bagaimana cara periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
lihat biaya akhir,check_cancellation_fee,CANCELLATION_FEE,3
butuh bantu periksa biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,6
mana bisa periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
ingin periksa biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
apa harus laku periksa hukum tari,check_cancellation_fee,CANCELLATION_FEE,6
tidak tahu bagaimana bisa periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,7
bantu lihat biaya tari,check_cancellation_fee,CANCELLATION_FEE,4
bagaimana bisa lihat hukum terminasi awal,check_cancellation_fee,CANCELLATION_FEE,6
periksa hukum terminasi dini,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu cara periksa hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,6
bisa tunjuk saya biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
dapat lihat biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,5
tidak temu tuduh keluar sial butuh bantu,check_cancellation_fee,CANCELLATION_FEE,7
coba periksa penalti henti,check_cancellation_fee,CANCELLATION_FEE,4
bisa lihat biaya henti,check_cancellation_fee,CANCELLATION_FEE,4
ada biaya batal,check_cancellation_fee,CANCELLATION_FEE,3
tidak tahu bagaimana dapat periksa penalti tari,check_cancellation_fee,CANCELLATION_FEE,7
tidak tahu apa harus laku lihat biaya tari,check_cancellation_fee,CANCELLATION_FEE,8
coba periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
bantu lihat tuduh batal darah,check_cancellation_fee,CANCELLATION_FEE,5
ingin bantu periksa hukum terminasi sial,check_cancellation_fee,CANCELLATION_FEE,6
butuh bantu periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
tidak temu biaya batal apa bisa laku,check_cancellation_fee,CANCELLATION_FEE,7
mungkin periksa biaya henti,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu apa harus laku periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,8
bisa bantu periksa biaya tari,check_cancellation_fee,CANCELLATION_FEE,5
bantu lihat hukum akhir,check_cancellation_fee,CANCELLATION_FEE,4
berapa biaya langgar kontrak,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu bagaimana lihat tuduh keluar awal,check_cancellation_fee,CANCELLATION_FEE,7
tidak temu biaya henti,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu bagaimana dapat periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,7
tunjuk biaya batal,check_cancellation_fee,CANCELLATION_FEE,3
butuh bantu periksa biaya akhir dini,check_cancellation_fee,CANCELLATION_FEE,6
periksa penalti keluar awal,check_cancellation_fee,CANCELLATION_FEE,4
tidak temu hukum henti perlu bantu,check_cancellation_fee,CANCELLATION_FEE,6
mana dapat periksa biaya tari,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu bagaimana bisa lihat biaya batal,check_cancellation_fee,CANCELLATION_FEE,7
ingin bantu periksa biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,6
bantu lihat biaya henti,check_cancellation_fee,CANCELLATION_FEE,4
coba lihat biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
bantu lihat hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,4
harus periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
bantu untuk periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu bagaimana bisa periksa hukum tari,check_cancellation_fee,CANCELLATION_FEE,7
tidak temu penalti keluar awal butuh bantu,check_cancellation_fee,CANCELLATION_FEE,7
harus periksa biaya batal bagaimana bisa laku,check_cancellation_fee,CANCELLATION_FEE,7
ingin bantu lihat biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,6
apa harus laku periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,6
mana bisa cek biaya tari,check_cancellation_fee,CANCELLATION_FEE,5
bisa tunjuk hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,4
bantu lihat biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,5
coba periksa hukum batal,check_cancellation_fee,CANCELLATION_FEE,4
dapat periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
butuh bantu lihat biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,6
periksa biaya henti,check_cancellation_fee,CANCELLATION_FEE,3
berapa banyak akan tagih untuk langgar kontrak,check_cancellation_fee,CANCELLATION_FEE,7
mana bisa lihat biaya henti,check_cancellation_fee,CANCELLATION_FEE,5
butuh bantu lihat hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,5
bagaimana cara lihat biaya tari,check_cancellation_fee,CANCELLATION_FEE,5
berapa biaya batal,check_cancellation_fee,CANCELLATION_FEE,3
dapat periksa penalti keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
butuh bantu periksa hukum batal,check_cancellation_fee,CANCELLATION_FEE,5
tidak temu penalti keluar awal gerogot,check_cancellation_fee,CANCELLATION_FEE,6
lihat biaya akhir dini,check_cancellation_fee,CANCELLATION_FEE,4
tidak tahu buat apa lihat biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,8
tidak tahu buat apa lihat biaya tari,check_cancellation_fee,CANCELLATION_FEE,7
mungkin lihat penalti tari,check_cancellation_fee,CANCELLATION_FEE,4
mana periksa hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,4
bisa bantu periksa biaya henti,check_cancellation_fee,CANCELLATION_FEE,5
bagaimana cara periksa biaya tari,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu buat apa periksa penalti tari,check_cancellation_fee,CANCELLATION_FEE,7
bantu periksa biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,5
ingin bantu lihat hukum tari,check_cancellation_fee,CANCELLATION_FEE,5
tunjuk hukum batal,check_cancellation_fee,CANCELLATION_FEE,3
mana dapat periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu buat apa periksa biaya batal,check_cancellation_fee,CANCELLATION_FEE,7
bantu untuk lihat biaya henti,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu bagaimana dapat periksa biaya tari,check_cancellation_fee,CANCELLATION_FEE,7
bisa bantu lihat biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,6
bantu periksa hukum batal,check_cancellation_fee,CANCELLATION_FEE,4
coba lihat hukum batal,check_cancellation_fee,CANCELLATION_FEE,4
coba periksa biaya keluar awal,check_cancellation_fee,CANCELLATION_FEE,5
perlu bantu periksa hukum terminasi,check_cancellation_fee,CANCELLATION_FEE,5
bantu periksa biaya tari,check_cancellation_fee,CANCELLATION_FEE,4
dapat lihat biaya batal,check_cancellation_fee,CANCELLATION_FEE,4
apa biaya langgar kontrak,check_cancellation_fee,CANCELLATION_FEE,4
mungkin periksa hukum terminasi awal,check_cancellation_fee,CANCELLATION_FEE,5
tidak tahu bagaimana bisa lihat penalti keluar awal,check_cancellation_fee,CANCELLATION_FEE,8
mana bisa periksa biaya henti,check_cancellation_fee,CANCELLATION_FEE,5
ingin periksa biaya henti awal,check_cancellation_fee,CANCELLATION_FEE,5
berapa biaya patah kontrak,check_cancellation_fee,CANCELLATION_FEE,4
bantu periksa faktur dua beli lalu,check_invoice,INVOICE,6
bantu periksa faktur beli akhir,check_invoice,INVOICE,5
butuh bantu temu faktur beli lalu,check_invoice,INVOICE,6
bisa bantu temu faktur bulan lalu,check_invoice,INVOICE,6
mungkin periksa faktur,check_invoice,INVOICE,3
bantu lihat kilas faktur bulan lalu,check_invoice,INVOICE,6
bisa bantu temu faktur beli akhir,check_invoice,INVOICE,6
ingin bantu temu faktur beli akhir,check_invoice,INVOICE,6
tidak tahu bagaimana temu faktur bulan juli,check_invoice,INVOICE,7
tidak tahu bagaimana temu faktur beli akhir,check_invoice,INVOICE,7
periksa faktur beli akhir,check_invoice,INVOICE,4
mana dapat temu faktur bulan lalu,check_invoice,INVOICE,6
bagaimana cara temu faktur,check_invoice,INVOICE,4
bantu temu faktur,check_invoice,INVOICE,3
periksa faktur bulan lalu,check_invoice,INVOICE,4
bisa bantu lihat lihat faktur dengan cepat,check_invoice,INVOICE,7
butuh bantu temu faktur bulan lalu,check_invoice,INVOICE,6
tidak tahu apa harus laku periksa faktur,check_invoice,INVOICE,7
mana temu faktur februari,check_invoice,INVOICE,4
bisa bantu periksa faktur lima beli lalu,check_invoice,INVOICE,7
apa perlu laku periksa faktur bulan lalu,check_invoice,INVOICE,7
bisa bantu temu faktur mulai oktober,check_invoice,INVOICE,6
perlu periksa faktur februari,check_invoice,INVOICE,4
perlu bantu periksa faktur empat bulan lalu,check_invoice,INVOICE,7
temu faktur bulan lalu,check_invoice,INVOICE,4
bisa bantu lihat kilas faktur,check_invoice,INVOICE,5
bisa bantu periksa faktur mulai februari,check_invoice,INVOICE,6
ingin periksa faktur bulan lalu,check_invoice,INVOICE,5
harus temu faktur beli akhir,check_invoice,INVOICE,5
mana bisa temu faktur tiga bulan lalu,check_invoice,INVOICE,7
mana bisa periksa faktur,check_invoice,INVOICE,4
mungkin periksa faktur beli akhir,check_invoice,INVOICE,5
bagaimana cara lihat lihat faktur bulan lalu,check_invoice,INVOICE,7
tunjuk faktur,check_invoice,INVOICE,2
bantu lihat lihat faktur,check_invoice,INVOICE,4
tidak tahu bagaimana bisa periksa faktur,check_invoice,INVOICE,6
periksa faktur tiga bulan lalu,check_invoice,INVOICE,5
bantu lihat lihat faktur bulan oktober,check_invoice,INVOICE,6
bisa lihat lihat faktur bulan lalu,check_invoice,INVOICE,6
tidak tahu buat apa periksa faktur,check_invoice,INVOICE,6
ingin bantu temu faktur bulan lalu,check_invoice,INVOICE,6
tidak tahu cara lihat kilas faktur,check_invoice,INVOICE,6
apa perlu laku temu faktur bulan lalu,check_invoice,INVOICE,7
perlu temu faktur beli lalu,check_invoice,INVOICE,5
ingin bantu lihat lihat faktur,check_invoice,INVOICE,5
ingin periksa faktur beli lalu,check_invoice,INVOICE,5
tidak temu faktur,check_invoice,INVOICE,3
bisa bantu temu faktur bulan juli,check_invoice,INVOICE,6
tidak temu faktur tujuh beli lalu,check_invoice,INVOICE,6
tidak tahu bagaimana dapat temu faktur bulan lalu,check_invoice,INVOICE,8
butuh bantu lihat kilas faktur,check_invoice,INVOICE,5
harus lihat lihat faktur bulan lalu,check_invoice,INVOICE,6
bisa bantu periksa faktur bulan lalu,check_invoice,INVOICE,6
bantu temu faktur beli akhir,check_invoice,INVOICE,5
butuh bantu temu faktur mulai maret,check_invoice,INVOICE,6
harus periksa faktur bulan lalu,check_invoice,INVOICE,5
mana bisa periksa faktur mulai april,check_invoice,INVOICE,6
tidak tahu apa harus laku temu faktur,check_invoice,INVOICE,7
bagaimana cara lihat lihat faktur,check_invoice,INVOICE,5
mana periksa faktur satu beli lalu,check_invoice,INVOICE,6
mana periksa faktur,check_invoice,INVOICE,3
bantu lihat lihat faktur sebentar,check_invoice,INVOICE,5
tidak tahu buat apa lihat lihat faktur,check_invoice,INVOICE,7
ingin temu faktur tiga bulan lalu,check_invoice,INVOICE,6
coba temu faktur tujuh beli lalu,check_invoice,INVOICE,6
tidak tahu bagaimana temu faktur,check_invoice,INVOICE,5
tidak tahu cara periksa faktur,check_invoice,INVOICE,5
apa harus laku periksa faktur bulan lalu,check_invoice,INVOICE,7
bisa periksa faktur,check_invoice,INVOICE,3
periksa faktur,check_invoice,INVOICE,2
tidak tahu apa perlu laku periksa faktur,check_invoice,INVOICE,7
ingin bantu temu faktur,check_invoice,INVOICE,4
perlu bantu periksa faktur bulan lalu,check_invoice,INVOICE,6
mau tunjuk saya faktur sembilan beli lalu,check_invoice,INVOICE,7
periksa faktur mulai november,check_invoice,INVOICE,4
ingin bantu temu faktur beli lalu,check_invoice,INVOICE,6
bantu periksa faktur bulan lalu,check_invoice,INVOICE,5
bantu lihat kilas faktur mei,check_invoice,INVOICE,5
coba temu faktur,check_invoice,INVOICE,3
ingin bantu temu faktur mulai september,check_invoice,INVOICE,6
bagaimana bisa temu faktur,check_invoice,INVOICE,4
mana bisa periksa faktur mulai oktober,check_invoice,INVOICE,6
ingin bantu periksa faktur,check_invoice,INVOICE,4
mana bisa lihat kilas faktur,check_invoice,INVOICE,5
bisa bantu temu faktur,check_invoice,INVOICE,4
bisa lihat lihat faktur dengan cepat,check_invoice,INVOICE,6
mungkin temu faktur bulan lalu,check_invoice,INVOICE,5
ingin temu faktur bulan lalu,check_invoice,INVOICE,5
tidak tahu bagaimana bisa lihat kilas faktur,check_invoice,INVOICE,7
tidak temu faktur bulan lalu,check_invoice,INVOICE,5
tidak tahu apa perlu laku temu faktur,check_invoice,INVOICE,7
harus temu faktur,check_invoice,INVOICE,3
harus periksa faktur beli akhir,check_invoice,INVOICE,5
bagaimana cara temu faktur april,check_invoice,INVOICE,5
tidak tahu cara lihat lihat faktur cepat,check_invoice,INVOICE,7
apa perlu laku temu faktur,check_invoice,INVOICE,5
bantu periksa faktur mulai juni,check_invoice,INVOICE,5
periksa faktur mei,check_invoice,INVOICE,3
bantu periksa faktur,check_invoice,INVOICE,3
bagaimana cara periksa faktur dua beli lalu,check_invoice,INVOICE,7
harus temu faktur bulan lalu,check_invoice,INVOICE,5
bisa bantu periksa faktur,check_invoice,INVOICE,4
bisa lihat kilas faktur bulan lalu,check_invoice,INVOICE,6
perlu temu faktur desember,check_invoice,INVOICE,4
ingin periksa faktur,check_invoice,INVOICE,3
tidak tahu bagaimana dapat temu faktur mulai januari,check_invoice,INVOICE,8
mana periksa faktur beli akhir,check_invoice,INVOICE,5
bisa tunjuk faktur,check_invoice,INVOICE,3
butuh bantu temu faktur beli akhir,check_invoice,INVOICE,6
mana periksa faktur enam bulan lalu,check_invoice,INVOICE,6
perlu bantu periksa faktur,check_invoice,INVOICE,4
perlu periksa faktur enam bulan lalu,check_invoice,INVOICE,6
perlu periksa faktur,check_invoice,INVOICE,3
mana periksa faktur bulan lalu,check_invoice,INVOICE,5
tidak temu faktur beli lalu,check_invoice,INVOICE,5
mana bisa lihat lihat faktur februari,check_invoice,INVOICE,6
periksa faktur sembilan beli lalu,check_invoice,INVOICE,5
apa harus laku temu faktur bulan lalu,check_invoice,INVOICE,7
tunjuk faktur bulan lalu,check_invoice,INVOICE,4
bantu untuk periksa faktur bulan lalu,check_invoice,INVOICE,6
bisa lihat kilas faktur,check_invoice,INVOICE,4
mana dapat temu faktur beli lalu,check_invoice,INVOICE,6
tidak tahu cara periksa faktur bulan lalu,check_invoice,INVOICE,7
butuh bantu periksa faktur beli akhir,check_invoice,INVOICE,6
bantu lihat lihat faktur juli,check_invoice,INVOICE,5
butuh bantu temu faktur,check_invoice,INVOICE,4
coba temu faktur bulan juni,check_invoice,INVOICE,5
bantu temu faktur beli lalu,check_invoice,INVOICE,5
tidak tahu buat apa temu faktur,check_invoice,INVOICE,6
bagaimana cara lihat lihat faktur agustus,check_invoice,INVOICE,6
bagaimana cara periksa faktur,check_invoice,INVOICE,4
mana bisa periksa faktur beli akhir,check_invoice,INVOICE,6
apa perlu laku temu faktur februari,check_invoice,INVOICE,6
harus lihat kilas faktur,check_invoice,INVOICE,4
perhati kilas faktur enam bulan lalu,check_invoice,INVOICE,6
ingin temu faktur,check_invoice,INVOICE,3
mana bisa periksa faktur bulan lalu,check_invoice,INVOICE,6
ingin bantu periksa faktur bulan lalu,check_invoice,INVOICE,6
tidak tahu bagaimana dapat temu faktur,check_invoice,INVOICE,6
bagaimana cara periksa faktur tiga bulan lalu,check_invoice,INVOICE,7
mana bisa periksa faktur lima beli lalu,check_invoice,INVOICE,7
periksa faktur empat bulan lalu,check_invoice,INVOICE,5
mau tunjuk faktur bulan lalu,check_invoice,INVOICE,5
mana temu faktur bulan lalu,check_invoice,INVOICE,5
bantu lihat lihat faktur bulan lalu,check_invoice,INVOICE,6
bantu temu faktur empat bulan lalu,check_invoice,INVOICE,6
apa harus laku periksa faktur mulai juli,check_invoice,INVOICE,7
bagaimana bisa temu faktur bulan lalu,check_invoice,INVOICE,6
bantu temu faktur mulai januari,check_invoice,INVOICE,5
mana temu faktur,check_invoice,INVOICE,3
tidak tahu cara periksa faktur enam bulan lalu,check_invoice,INVOICE,8
mana bisa lihat lihat faktur,check_invoice,INVOICE,5
bagaimana cara periksa faktur bulan lalu,check_invoice,INVOICE,6
coba temu faktur dua beli lalu,check_invoice,INVOICE,6
bagaimana cara periksa faktur puluh beli lalu,check_invoice,INVOICE,7
ingin bantu temu faktur mulai maret,check_invoice,INVOICE,6
bisa bantu periksa faktur mulai april,check_invoice,INVOICE,6
mau tunjuk saya faktur bulan lalu,check_invoice,INVOICE,6
butuh bantu periksa faktur bulan desember,check_invoice,INVOICE,6
mana lihat kilas faktur mei,check_invoice,INVOICE,5
bisa bantu periksa faktur beli akhir,check_invoice,INVOICE,6
bisa bantu periksa faktur sebelas bulan lalu,check_invoice,INVOICE,7
bisa bantu periksa faktur mulai november,check_invoice,INVOICE,6
bisa bantu temu faktur beli lalu,check_invoice,INVOICE,6
tidak tahu bagaimana dapat periksa faktur bulan lalu,check_invoice,INVOICE,8
perlu temu faktur bulan lalu,check_invoice,INVOICE,5
bantu periksa faktur beli lalu,check_invoice,INVOICE,5
perlu bantu periksa faktur mei,check_invoice,INVOICE,5
bantu temu faktur mulai april,check_invoice,INVOICE,5
tidak tahu bagaimana bisa temu faktur,check_invoice,INVOICE,6
